drug,chirality,alogp,aromatic rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy atoms,acid,base,neutral,zwitterion,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,oral administration,parentreral,topical,prodrug
chembl1201766,2,3.38,1,0.28,3.6,1.44,0,288.28,3,5,2,2,19,1,0,0,0,288.28,288.1127,0,0,75.99,0.62,0,6,0,1,0,1
methylnaltrexone bromide,0,1.67,1,-2.34,-2.49,9.9,0,436.35,4,5,2,2,26,0,0,1,0,356.44,356.1856,0,0,66.76,0.79,0,2,1,1,0,0
prasugrel,0,3.89,2,4.3,4.31,0,5.12,373.45,5,4,0,0,26,0,0,1,0,373.45,373.1148,0,0,46.61,0.75,0,5,1,0,0,1
prasugrel hydrochloride,0,3.89,2,4.3,4.31,0,5.12,409.91,5,4,0,0,26,0,0,1,0,373.45,373.1148,0,0,46.61,0.75,0,5,1,0,0,1
chembl1201774,1,-1.29,1,-1.29,-1.29,13.1,2.82,241.25,8,8,6,7,17,0,0,1,0,241.25,241.1175,1,1,136.55,0.38,0,2,1,0,0,0
sapropterin dihydrochloride,1,-1.29,1,-1.29,-1.29,13.1,2.82,314.17,8,8,6,7,17,0,0,1,0,241.25,241.1175,1,1,136.55,0.38,0,2,1,0,0,0
chembl1201776,1,3.08,1,1.07,2.96,10.28,9.6,221.34,2,2,1,1,16,0,1,0,0,221.34,221.178,0,0,23.47,0.83,0,5,1,0,0,0
tapentadol hydrochloride,1,3.08,1,1.07,2.96,10.28,9.6,257.81,2,2,1,1,16,0,1,0,0,221.34,221.178,0,0,23.47,0.83,0,5,1,0,0,0
chembl1201780,1,-1.03,0,-7.92,-1.45,3.36,0,190.16,3,7,4,5,13,1,0,0,0,190.16,190.059,0,0,129.72,0.44,0,5,1,0,0,0
fosaprepitant dimeglumine,1,4.37,3,-0.48,2.71,0.36,3.9,1004.84,7,10,3,3,41,1,0,0,0,614.41,614.1165,1,1,129.91,0.26,0,7,0,1,0,1
chembl1201786,2,3.55,1,0.16,0.16,12.73,0,363.52,3,5,1,1,26,0,0,1,0,363.52,363.2642,0,0,59.28,0.29,0,15,0,0,1,0
chembl1201787,2,3.55,1,0.16,0.16,12.73,0,398.98,3,5,1,1,26,0,0,1,0,363.52,363.2642,0,0,59.28,0.29,0,15,0,0,1,0
chembl1201794,1,-1.61,1,-5.67,-1.04,1.49,0,456.35,10,13,6,6,31,1,0,0,0,456.35,456.1046,2,1,208.09,0.18,0,7,0,1,1,0
sevelamer hydrochloride,0,0,0,0,0,0,0,149.62,0,0,0,0,0,0,0,0,0,149.62,149.0607,0,0,0,0,0,0,1,0,0,0
sevelamer carbonate,0,0,0,0,0,0,0,211.65,0,0,0,0,0,0,0,0,0,149.62,149.0607,0,0,0,0,0,0,1,0,0,0
chembl1201863,1,3.52,3,3.03,3.03,9.35,4.16,369.37,4,5,1,1,25,0,0,1,0,369.37,369.0759,0,0,67.87,0.75,0,5,1,0,0,0
chembl1201864,1,3.84,0,2.31,2.31,13.78,0,311.42,3,3,1,1,23,0,0,1,0,311.42,311.1885,0,0,61.09,0.8,0,1,1,0,0,0
deflazacort,1,2.56,0,1.8,1.8,0,0.48,441.52,7,7,1,1,32,0,0,1,0,441.52,441.2151,0,0,102.26,0.68,0,3,1,0,0,1
chembl1206245,2,2.78,2,-1.91,1.32,1.62,0,474.42,8,10,2,2,31,1,0,0,0,474.42,474.075,0,0,137.82,0.49,0,10,0,0,0,0
chembl1206690,2,3.53,3,2.57,3.51,4.24,0.42,370.43,5,6,1,1,26,1,0,0,0,370.43,370.0987,0,0,89.27,0.74,0,5,0,0,0,1
chembl1207366,0,3.8,2,-0.28,2.95,3.87,0.75,368.82,3,5,2,2,26,1,0,0,0,368.82,368.0928,0,0,69.64,0.79,0,2,0,0,0,0
elagolix,1,5.54,4,3.14,3.14,3.86,9.04,631.6,7,8,2,2,45,0,0,0,1,631.6,631.2106,2,2,102.56,0.16,0,12,1,0,0,0
chembl1208646,-1,0,0,0,0,0,0,255.23,0,0,0,0,0,0,0,0,0,255.23,255.0968,0,0,0,0,0,0,1,0,0,0
chembl1213135,1,1.53,2,0.43,1.07,0,7.93,441.48,3,5,3,3,24,0,0,1,0,325.41,325.179,0,0,68.36,0.8,0,3,0,0,0,0
chembl1213136,1,1.16,1,0.92,0.95,0,6.37,271.27,4,4,0,0,15,0,0,1,0,208.26,208.1212,0,0,44.12,0.7,0,3,0,0,0,0
dolutegravir sodium,1,1.35,2,1.1,1.1,10.1,0,441.37,6,8,2,2,30,0,0,1,0,419.38,419.1293,0,0,100.87,0.78,0,3,1,0,0,0
chembl1213250,1,-3.9,2,-7.8,-8.07,2.69,9.14,764.78,16,20,7,10,45,0,0,0,1,666.7,666.1751,3,3,302.21,0.05,0,12,0,1,0,0
clorazepate dipotassium,0,2.58,2,-0.22,3.21,3.32,0,314.73,3,5,2,2,22,1,0,0,0,314.73,314.0458,0,0,78.76,0.84,0,2,1,0,0,1
chembl1213351,1,4.28,2,2.8,4.9,0,9.52,339.48,3,3,0,0,25,0,1,0,0,339.48,339.2198,0,0,29.54,0.67,0,8,1,0,0,0
perampanel,2,4.44,4,4.11,4.11,0,4.01,349.39,4,4,0,0,27,0,0,1,0,349.39,349.1215,0,0,58.68,0.55,0,3,1,0,0,0
chembl1214185,1,2.21,0,1.32,3,12.45,9.08,837.06,17,17,5,5,58,0,1,0,0,837.06,836.5246,2,2,216.89,0.08,0,13,0,0,0,0
chembl1215661,2,3.18,3,3.07,3.23,13.2,7.05,376.44,3,5,1,1,28,0,0,1,0,376.44,376.1699,0,0,63.13,0.76,0,4,0,0,0,0
chembl1229211,1,1.35,2,1.1,1.1,10.1,0,419.38,6,8,2,2,30,0,0,1,0,419.38,419.1293,0,0,100.87,0.78,0,3,1,0,0,0
vemurafenib,2,5.54,4,4.61,4.62,8.87,2.3,489.93,4,6,2,2,33,0,0,1,0,489.93,489.0725,1,1,91.92,0.33,0,7,1,0,0,0
chembl1229908,2,1.88,1,1.51,1.52,8.95,0,223.27,3,4,1,1,16,0,0,1,0,223.27,223.1208,0,0,49.77,0.85,0,4,0,0,0,0
chembl1229937,2,-1.46,0,-1.53,-1.53,13.5,0,90.08,3,3,2,2,6,0,0,1,0,90.08,90.0317,0,0,57.53,0.44,1,2,0,0,0,0
chembl1230065,2,3.12,3,3.35,3.35,13.94,0,406.49,6,8,3,3,30,0,0,1,0,406.49,406.2117,0,0,100.42,0.56,0,7,0,0,0,0
chembl1230122,2,2.99,3,2.09,2.09,0,2.56,388.37,7,7,1,1,28,0,0,1,0,388.37,388.1347,0,0,78.27,0.74,0,4,0,0,0,0
chembl1230165,2,4.88,4,0.94,3.29,3.02,4.61,349.78,4,5,2,2,25,1,0,0,0,349.78,349.0618,0,0,75.11,0.52,0,3,0,0,0,0
chembl1230314,1,1.55,1,1.67,1.67,10.33,0,304.39,4,4,4,4,22,0,0,1,0,304.39,304.1675,0,0,80.92,0.59,0,0,1,0,0,0
chembl1230607,2,2.31,1,0.16,1.57,11.15,8.79,361.49,4,7,2,2,26,0,1,0,0,361.49,361.2478,0,0,81.33,0.86,0,4,0,0,0,0
chembl1230609,2,5.77,4,4.55,4.66,13.18,6.88,632.66,8,10,2,2,46,0,0,1,0,632.66,632.2446,2,2,111.25,0.15,0,12,0,0,0,0
chembl1231124,1,3.01,3,2.09,2.09,13.03,5.21,348.77,7,8,3,3,24,0,0,1,0,348.77,348.1014,0,0,104.3,0.65,0,5,0,0,0,0
chembl1231574,1,-0.26,2,-7.66,-2.98,2.56,5.3,459.46,9,13,7,8,33,1,0,0,0,459.46,459.1866,2,1,202.77,0.26,0,9,1,0,0,0
polidocanol,2,4.05,0,3.94,3.94,0,0,582.82,10,10,1,1,40,0,0,1,0,582.82,582.4343,1,1,103.3,0.11,0,37,0,1,0,0
chembl1232131,2,0.34,1,-1.18,1.2,-2.78,0,190.18,4,5,3,3,12,1,0,0,0,190.18,189.9936,0,0,94.83,0.44,0,1,0,0,0,0
chembl1232583,2,2.91,3,-0.61,2.77,3.49,0,389.43,6,7,1,1,27,1,0,0,0,389.43,389.0933,0,0,94.83,0.67,0,7,0,0,0,0
chembl1233528,1,4.27,2,2.89,4.2,12.25,8.7,618.83,9,11,2,2,45,0,1,0,0,618.83,618.4006,2,1,106.17,0.4,0,10,0,0,0,0
chembl1234354,1,2.25,3,1.37,1.37,0,3.7,425.49,9,9,2,3,31,0,0,1,0,425.49,425.2063,0,0,125.38,0.62,0,6,0,0,0,0
nitrous oxide,2,0.34,0,1.69,-0.45,4.65,0,44.01,2,3,0,0,3,1,0,0,0,44.01,44.0011,0,0,51.21,0.29,1,0,0,0,0,0
chembl1236107,2,3.22,5,3.18,3.18,0,4.26,359.42,8,7,0,0,26,0,0,1,0,359.42,359.0953,0,0,73.79,0.49,0,3,0,0,0,0
chembl1236682,1,3.48,2,2.24,2.57,7.21,0,572.34,6,7,4,4,31,0,0,1,0,572.34,572.009,1,1,107.89,0.34,0,9,0,0,0,0
chembl1236924,2,7.44,4,6.15,6.54,7.11,3.75,514.22,4,5,1,1,31,0,0,1,0,514.22,511.9323,2,2,68.29,0.3,0,5,0,0,0,0
chembl1236962,2,4.84,5,2.58,3.22,6.58,4,505.51,7,8,1,1,36,0,0,1,0,505.51,505.102,1,1,106.96,0.35,0,6,0,0,0,0
lurasidone hydrochloride,1,4.26,2,3.43,4.56,0,8.5,492.69,6,6,0,0,35,0,0,1,0,492.69,492.2559,0,0,56.75,0.58,0,5,1,0,0,0
tramadol hydrochloride,0,2.63,1,0.62,2.45,13.8,9.23,263.38,3,3,1,1,19,0,1,0,0,263.38,263.1885,0,0,32.7,0.91,0,4,1,0,0,0
chembl1237054,1,0,0,0,0,0,0,1085.16,0,0,0,0,0,0,0,0,0,1085.16,1084.4727,0,0,0,0,0,0,0,1,0,0
hydromorphone hydrochloride,1,1.63,1,0.58,1.62,10.11,8.59,321.8,4,4,1,1,21,0,1,0,0,285.34,285.1365,0,0,49.77,0.79,0,0,1,1,0,0
pitavastatin calcium,1,4.52,3,0.89,2.92,4.13,4.86,881,4,5,3,3,31,1,0,0,0,421.47,421.1689,0,0,90.65,0.5,0,8,1,0,0,0
tramadol hcl,0,2.63,1,0.62,2.45,13.8,9.23,299.84,3,3,1,1,19,0,1,0,0,263.38,263.1885,0,0,32.7,0.91,0,4,1,0,0,0
micafungin sodium,1,0,0,0,0,0,0,1292.27,0,0,0,0,0,0,0,0,0,1270.29,1269.4384,0,0,0,0,0,0,0,1,0,0
chembl1237072,1,2.2,0,0.46,2.95,12.48,13.48,835.09,16,16,5,5,58,0,1,0,0,835.09,834.5453,2,2,196.33,0.14,0,12,1,0,0,1
granisetron hydrochloride,1,2.32,2,0.27,1.88,0,9,348.88,4,5,1,1,23,0,1,0,0,312.42,312.195,0,0,50.16,0.93,0,2,1,1,0,0
mecamylamine hydrochloride,0,2.42,0,-0.67,2.37,0,10.88,203.76,1,1,1,1,12,0,1,0,0,167.3,167.1674,0,0,12.03,0.63,1,1,1,0,0,0
chembl1237099,0,0,0,0,0,0,0,1106.14,0,0,0,0,0,0,0,0,0,1035.24,1034.534,0,0,0,0,0,0,0,1,0,0
levocabastine hydrochloride,1,4.89,2,2.5,2.5,3.71,10.32,456.99,3,4,1,1,31,0,0,0,1,420.53,420.2213,0,0,64.33,0.76,0,4,0,0,1,0
chembl1237104,1,4.28,2,2.8,4.9,0,9.52,375.94,3,3,0,0,25,0,1,0,0,339.48,339.2198,0,0,29.54,0.67,0,8,1,0,0,0
carboprost tromethamine,1,3.43,0,-0.03,2.89,4.36,0,489.65,4,5,4,4,26,1,0,0,0,368.51,368.2563,0,0,97.99,0.31,0,12,0,1,0,0
treprostinil,1,3.58,1,0.72,4,3.76,0,390.52,4,5,3,3,28,1,0,0,0,390.52,390.2406,0,0,86.99,0.53,0,10,1,1,1,0
chembl1237122,1,3.43,0,-0.03,2.89,4.36,0,368.51,4,5,4,4,26,1,0,0,0,368.51,368.2563,0,0,97.99,0.31,0,12,0,1,0,0
chembl1237123,0,0,0,0,0,0,0,1035.24,0,0,0,0,0,0,0,0,0,1035.24,1034.534,0,0,0,0,0,0,0,1,0,0
clevidipine,0,4.25,1,4.09,4.09,0,0,456.32,7,7,1,1,30,0,0,1,0,456.32,455.0902,0,0,90.93,0.48,0,7,0,1,0,0
chembl1237135,2,4.21,2,1.48,4.37,0,10.54,313.87,1,1,1,1,21,0,1,0,0,277.41,277.183,0,0,12.03,0.83,0,4,1,0,0,0
chembl1241855,2,2.8,2,-2.04,-0.25,2.27,5.24,451.5,8,9,2,2,31,1,0,0,0,451.5,451.1301,0,0,120.39,0.53,0,11,0,0,0,0
letermovir,1,5.71,3,4.22,4.64,3.75,7.15,572.56,7,8,1,1,41,1,0,0,0,572.56,572.2047,2,2,77.84,0.38,0,6,1,1,0,0
chembl1254682,1,3.64,1,1.99,3.76,10.36,9.41,283.41,2,2,1,1,21,0,1,0,0,283.41,283.1936,0,0,23.47,0.84,0,2,0,1,0,0
chembl1254771,2,1.96,2,-0.01,1.94,0,9.52,502.64,7,9,1,1,35,0,1,0,0,502.64,502.225,1,1,100.54,0.47,0,11,0,0,0,0
tetracaine hydrochloride,2,2.62,1,1.74,2.79,0,8.42,300.83,4,4,1,1,19,0,0,1,0,264.37,264.1838,0,0,41.57,0.58,0,8,0,0,1,0
chembl1255794,1,4.58,2,1.4,1.48,4.3,7.94,577.72,6,9,3,3,42,1,0,0,0,577.72,577.3152,1,1,119.41,0.38,0,10,0,0,0,0
fidaxomicin,1,0,0,0,0,0,0,1058.05,0,0,0,0,0,0,0,0,0,1058.05,1056.4252,0,0,0,0,0,0,1,0,0,0
chembl1255840,1,1.26,0,-1.42,-1.39,4.22,8.45,256.35,3,5,3,4,18,1,0,0,0,256.35,256.1787,0,0,92.42,0.69,0,5,0,0,0,0
chembl1255943,-1,0,0,0,0,0,0,183.59,0,0,0,0,0,0,0,0,0,183.59,183.0298,0,0,0,0,0,0,0,0,0,0
cysteamine hydrochloride,2,-0.13,0,-2.2,-0.42,9.42,10.4,113.61,2,1,2,2,4,0,1,0,0,77.15,77.0299,0,0,26.02,0.42,1,1,0,0,1,0
pirfenidone,2,2.15,2,2.14,2.14,0,0,185.23,2,2,0,0,14,0,0,1,0,185.23,185.0841,0,0,22,0.67,1,1,1,0,0,0
chembl1256400,2,3.15,1,1.49,3.78,0,10.29,280.84,2,2,1,1,18,0,1,0,0,244.38,244.1939,0,0,24.39,0.85,0,2,0,0,0,0
chembl1256717,1,6.84,3,3.74,6.73,4.26,0,526.68,3,6,2,2,39,1,0,0,0,526.68,526.2832,2,2,86.71,0.35,0,7,0,0,0,0
chembl1256786,0,2.22,2,0.04,1.06,8.61,9.81,344.41,5,6,4,4,25,0,1,0,0,344.41,344.1736,0,0,90.82,0.41,0,9,0,0,1,0
chembl1256818,1,3.38,1,1.08,3.49,0,9.85,370.33,2,2,0,0,20,0,1,0,0,271.4,271.1936,0,0,12.47,0.78,0,1,1,0,0,0
chembl1256819,2,2.69,2,1.13,2.88,0,9.24,301.82,3,3,1,1,20,0,1,0,0,265.36,265.1579,0,0,27.63,0.9,0,5,0,0,0,0
chembl1256958,1,0.35,1,-1.63,-0.43,9.69,8.91,333.29,4,4,4,4,13,0,1,0,0,183.21,183.0895,0,0,72.72,0.51,0,3,0,1,1,0
chembl1256987,1,5.67,0,1.58,4.42,4.46,0,538.7,5,6,3,3,37,1,0,0,0,516.72,516.3451,2,2,104.06,0.25,0,5,0,0,0,0
chembl1257015,2,2.35,3,0.98,0.98,13.44,5.12,376.42,5,7,2,2,28,0,0,1,0,376.42,376.1535,0,0,93.21,0.66,0,7,0,0,0,0
trifluoperazine hydrochloride,2,4.95,2,3.97,4.66,0,7.99,480.43,4,3,0,0,28,0,0,1,0,407.51,407.1643,0,0,9.72,0.71,0,4,1,1,0,0
tedizolid phosphate,1,1.4,3,2.12,2.12,0,0,370.34,8,9,1,1,27,0,0,1,0,370.34,370.119,0,0,106.26,0.74,0,4,0,0,0,0
tecovirimat monohydrate,1,2.4,1,2.07,2.07,9.15,0,376.33,3,5,1,1,27,0,0,1,0,376.33,376.1035,0,0,66.48,0.64,0,2,1,0,0,0
chembl1258006,1,3.26,3,2.04,2.36,0,7.44,361.45,4,5,1,1,27,0,0,1,0,361.45,361.179,0,0,58.37,0.77,0,4,0,0,0,0
chembl1258517,0,2.78,3,3.79,3.83,11.15,6.33,488.55,9,11,2,2,36,0,0,1,0,488.55,488.2284,1,0,117.63,0.56,0,5,0,0,0,0
chembl1259059,1,1.66,2,1.28,1.28,9.7,0,529.46,10,12,3,3,36,0,0,1,0,529.46,529.1625,2,1,158.18,0.31,0,10,1,0,0,1
edoxaban tosylate,1,1.29,2,0.87,0.9,10.74,6.33,548.07,8,11,3,3,37,0,0,1,0,548.07,547.1769,2,1,136.63,0.48,0,5,1,0,0,0
chembl1272307,1,5.43,4,4.17,4.17,0,0.45,477.56,5,6,1,1,34,0,0,1,0,477.56,477.1522,1,1,75.44,0.42,0,5,0,0,0,0
chembl1276138,2,1.85,2,1.47,1.47,0,0,231.25,4,5,0,0,17,0,0,1,0,231.25,231.1008,0,0,59.23,0.75,0,1,0,0,0,0
mifepristone,1,5.41,1,5.13,5.13,12.87,4.89,429.6,3,3,1,1,32,0,0,1,0,429.6,429.2668,1,1,40.54,0.64,0,2,1,0,0,0
chembl1277001,1,2.88,2,2.52,2.52,11.2,0,438.62,4,6,2,2,29,0,0,1,0,438.62,438.1647,0,0,92.34,0.6,0,10,0,0,0,0
chembl1277072,1,2.04,2,1.59,1.64,11.46,6.46,468.53,5,8,3,3,34,0,0,1,0,468.53,468.2173,0,0,97.9,0.58,0,5,0,0,0,0
chembl1278146,2,3.3,2,1.06,2.68,11.46,9.01,410.49,3,6,2,2,30,0,1,0,0,410.49,410.2118,0,0,68.44,0.72,0,6,0,0,0,0
fedratinib hydrochloride,2,4.82,3,3.23,4.64,10.21,9,524.69,8,9,3,3,37,0,1,0,0,524.69,524.257,1,1,108.48,0.35,0,10,1,0,0,0
chembl1287935,1,4.58,4,3.88,3.88,0,2.45,406.49,8,8,1,1,30,0,0,1,0,406.49,406.2117,0,0,90.37,0.5,0,6,0,0,0,0
tivozanib,2,5.64,4,4.16,4.22,8.27,5.89,454.87,7,9,2,2,32,0,0,1,0,454.87,454.1044,1,1,107.74,0.39,0,6,1,0,0,0
lenvatinib,2,4.07,3,2.52,2.52,12.37,5.4,426.86,5,8,3,4,30,0,0,1,0,426.86,426.1095,0,0,115.57,0.55,0,6,1,0,0,0
axitinib,2,4.64,4,4.15,4.15,13.07,4.59,386.48,4,5,2,2,28,0,0,1,0,386.48,386.1201,0,0,70.67,0.52,0,5,1,0,0,0
prochlorperazine maleate,2,4.58,2,3.69,4.38,0,7.99,606.1,4,3,0,0,25,0,0,1,0,373.95,373.1379,0,0,9.72,0.78,0,4,1,0,0,0
terbutaline sulfate,0,1.52,1,-0.73,0.44,8.86,9.76,548.66,4,4,4,4,16,0,1,0,0,225.29,225.1365,0,0,72.72,0.63,0,3,1,1,1,0
chembl1318287,2,2.64,0,-6.28,-6.28,0,0,538.59,0,2,0,0,17,0,0,0,0,240.44,240.2555,0,0,0,0.49,0,6,0,1,0,0
chembl1319139,2,4.56,1,2.59,4.42,0,9.23,412.6,2,2,1,2,18,0,1,0,0,376.14,373.9993,0,0,29.26,0.78,0,3,0,0,0,0
homatropine hydrobromide,0,1.89,1,-0.38,1.59,11.99,9.38,356.26,4,4,1,1,20,0,1,0,0,275.35,275.1521,0,0,49.77,0.86,0,3,0,0,0,0
chembl1320667,0,1.65,1,-1.47,1.34,4.13,2.97,205.21,3,4,1,1,15,1,0,0,0,205.21,205.0739,0,0,58.89,0.82,1,3,0,0,0,0
chembl1322884,0,5.76,2,5.57,5.57,0,0,350.46,3,3,0,0,26,0,0,1,0,350.46,350.1882,1,1,35.53,0.49,0,6,0,0,0,0
chembl1323699,0,4.13,1,5.11,5.11,0,2.9,277.41,3,3,0,0,20,0,0,1,0,277.41,277.2042,0,0,29.54,0.67,0,8,0,0,0,0
chembl1324714,2,3.02,2,2.68,3.55,0,8.2,302.85,2,2,0,0,20,0,0,1,0,266.39,266.1783,0,0,6.48,0.84,0,3,0,0,0,0
chembl1329455,2,0.09,1,-1.03,-1.02,7.99,0,242.24,6,8,0,0,17,0,0,1,0,242.24,242.1015,0,0,82.78,0.7,0,3,0,0,0,1
chembl1329567,0,-0.24,1,-1.97,-0.82,9.95,8.76,794.86,6,8,4,4,24,0,1,0,0,339.39,339.1794,0,0,103.29,0.49,0,8,0,0,0,0
chembl1330792,2,0,0,0,0,0,0,275.09,0,0,0,0,0,0,0,0,0,275.09,274.9775,0,0,0,0,0,0,0,0,0,0
hyoscyamine sulfate,1,1.93,1,-0.41,1.57,0,9.39,289.37,4,4,1,1,21,0,1,0,0,289.37,289.1678,0,0,49.77,0.86,0,4,0,0,0,0
chembl1334033,0,5.3,0,2.62,5.53,0,10.58,393.57,1,1,1,1,20,0,1,0,0,277.5,277.277,1,1,12.03,0.74,0,4,0,0,0,0
chembl1334078,2,0.13,0,0.21,0.32,7.93,0,74.44,1,1,1,1,2,0,0,1,0,52.46,51.9716,0,0,20.23,0.42,1,0,0,0,0,0
chembl1334860,2,3.27,2,3.08,3.08,13.09,0,328.15,4,5,0,0,21,0,0,1,0,328.15,327.0065,0,0,59.75,0.49,0,4,0,0,0,1
methscopolamine bromide,1,1.06,1,-3.27,-3.27,0,0,398.3,4,5,1,1,23,0,0,1,0,318.39,318.17,0,0,59.06,0.51,0,4,1,0,0,0
chembl1357648,2,5.18,3,2.32,3.8,9.1,10.17,464.82,4,4,2,2,25,0,1,0,0,355.87,355.1451,1,1,48.39,0.6,0,6,1,0,0,0
methylprednisolone acetate,1,2.37,0,2,2,12.61,0,416.51,6,6,2,2,30,0,0,1,0,416.51,416.2199,0,0,100.9,0.69,0,3,0,1,1,0
chembl1364551,2,2.2,2,2.16,2.19,0,6.28,371.31,5,5,1,1,22,0,0,1,0,298.39,298.1794,0,0,50.28,0.92,0,5,0,0,0,0
chembl1366933,1,2.48,2,3.13,3.21,0,6.67,265.36,3,3,0,0,20,0,0,1,0,265.36,265.1579,0,0,19.37,0.73,1,0,0,0,0,0
chembl1367605,0,2.35,2,0.51,1.82,9.15,9.81,323.82,4,4,4,4,21,0,1,0,0,287.36,287.1521,0,0,72.72,0.66,0,6,1,1,0,0
aminophylline,2,-1.04,2,-0.84,-0.81,8.44,2.44,420.43,5,6,1,1,13,0,0,1,0,180.17,180.0647,0,0,72.68,0.56,0,0,1,1,1,0
chembl1371200,1,3.89,0,0.11,2.93,4.48,0,396.57,3,4,2,2,26,1,0,0,0,358.48,358.2144,0,0,74.6,0.8,0,3,0,0,0,0
chembl1371770,2,1.53,2,1.95,2.03,0,6.73,298.35,6,6,0,0,22,0,0,1,0,298.35,298.143,0,0,50.72,0.86,0,3,0,0,0,0
chembl1372950,1,3.91,3,2.9,3.7,0,8.12,484.39,6,6,0,0,31,0,0,1,0,484.39,483.1158,0,0,56.59,0.53,0,4,0,0,0,0
chembl1373254,0,1.6,1,1.44,1.45,9.07,0,379.89,5,7,3,4,23,0,0,1,0,379.89,379.0427,0,0,118.36,0.74,0,3,0,0,0,0
benzonatate,2,2.83,1,2.35,2.35,0,3.47,603.75,12,12,1,1,42,0,0,1,0,603.75,603.3619,2,2,121.4,0.1,0,32,1,0,0,0
chembl1375743,2,3.81,3,4.13,4.3,12.21,7.09,467.42,5,5,1,1,28,0,0,1,0,412.95,412.1125,0,0,48.47,0.71,0,4,1,0,0,0
chembl1378024,2,1.67,1,1.77,1.77,11.89,4.97,180.28,2,2,1,2,12,0,0,1,0,180.28,180.0721,0,0,38.91,0.72,1,3,0,0,0,0
chembl1382627,2,0.86,2,-0.05,0.39,6.99,2.01,357.14,5,6,2,3,17,0,0,1,0,250.28,250.0524,0,0,97.97,0.79,0,3,0,0,1,0
amiloride hydrochloride,2,-1.08,1,-0.77,-0.5,11.43,7.35,302.12,6,8,5,8,15,0,0,1,0,229.63,229.0479,1,0,156.79,0.3,0,1,1,0,0,0
chembl1401367,0,3.09,2,-0.62,-0.62,11.05,0,434.37,3,4,1,1,26,0,0,1,0,354.47,354.2064,0,0,46.53,0.66,0,5,0,0,0,0
chembl1407915,0,3.24,2,2.77,3.4,0,7.92,289.81,2,2,0,0,19,0,0,1,0,253.35,253.1467,0,0,12.47,0.77,0,1,0,0,0,0
chembl1408594,2,4.57,2,2.55,5.46,0,10.44,473.57,1,1,0,0,21,0,1,0,0,281.44,281.2143,0,0,3.24,0.65,0,9,0,0,0,0
chembl1410743,2,1.09,0,0.88,0.88,0,0,132.16,3,3,0,0,9,0,0,1,0,132.16,132.0786,0,0,27.69,0.49,1,0,0,0,0,0
cresol,-1,0,0,0,0,0,0,324.42,0,0,0,0,0,0,0,0,0,324.42,324.1725,0,0,0,0,0,0,0,0,0,0
chembl1411731,0,1.65,2,1.86,2.09,11.52,7.23,517.99,8,9,2,3,34,0,0,1,0,481.53,481.1308,0,0,128.03,0.49,0,5,0,0,0,1
mitoxantrone hydrochloride,2,-0.14,2,-1.09,0.75,8.21,9.22,517.41,10,10,8,8,32,0,1,0,0,444.49,444.2009,1,1,163.18,0.14,0,12,0,1,0,0
chembl1418176,1,4.05,0,3.64,3.64,0,0,300.44,2,2,1,1,22,0,0,1,0,300.44,300.2089,0,0,37.3,0.73,0,0,0,0,0,0
chembl1434513,1,0.09,1,-1.82,-0.68,9.5,8.85,337.28,4,4,4,5,12,0,1,0,0,169.18,169.0739,0,0,86.71,0.47,0,2,0,1,0,0
chembl1439973,2,2.13,0,1.75,1.75,12.59,0,177.46,1,1,1,1,8,0,0,1,0,177.46,175.9562,0,0,20.23,0.56,1,0,0,0,0,0
albuterol sulfate,0,1.31,1,-1.32,0.34,10.12,9.4,576.71,4,4,4,4,17,0,1,0,0,239.31,239.1521,0,0,72.72,0.64,0,4,1,0,1,0
chembl1442422,2,2.98,2,1.75,2.64,0,8.23,295.39,3,4,0,0,22,0,0,1,0,295.39,295.1685,0,0,26.79,0.87,1,3,0,0,0,0
chembl1446650,0,4.6,2,2.08,4.89,0,10.31,466.02,6,6,0,0,31,0,1,0,0,429.56,429.2515,0,0,57.23,0.34,0,13,0,0,0,0
chembl1446813,2,0.84,1,-1.68,0.63,0,9.77,209.12,2,2,1,1,10,0,1,0,0,136.2,136.1,0,0,24.92,0.67,1,3,0,0,0,0
fluphenazine hydrochloride,2,4.31,2,3.41,3.97,0,7.81,510.45,5,4,1,1,30,0,0,1,0,437.53,437.1749,0,0,29.95,0.73,0,6,1,1,0,0
chembl1449676,0,0.7,1,0.26,0.26,13.82,3.27,219.63,5,6,1,1,14,0,0,1,0,219.63,219.0411,0,0,81.19,0.46,0,4,0,0,0,0
chembl1451116,2,2.58,0,4.65,4.65,0,0,393.73,0,0,0,0,4,0,0,0,0,393.73,393.7212,0,0,0,0.44,0,0,0,0,0,0
chembl1452696,2,3.95,2,2.07,4.02,4.93,0,320.39,2,4,0,0,24,1,0,0,0,320.39,320.1525,0,0,40.62,0.63,0,4,0,0,0,0
chembl1453317,2,2.48,1,2.5,2.5,0,0,191.27,1,2,0,0,14,0,0,1,0,191.27,191.131,0,0,20.31,0.72,1,3,0,0,0,0
chembl1455497,0,-1.09,0,-6.81,-1.11,3.2,0,134.09,3,5,3,3,9,1,0,0,0,134.09,134.0215,0,0,94.83,0.46,0,3,0,0,0,0
